timestamp;tag;duration;package_0;core_0;uncore_0
1654003619.1074576;main;36.68400168418884;-64996274939.0;422011715.0;752235.0
1654003660.94613;main;34.776707887649536;523374133.0;413425626.0;402796.0
1654003700.5463006;main;39.97537684440613;536402024.0;414170812.0;776495.0
1654003745.930823;main;35.86518430709839;524745949.0;412371802.0;763007.0
1654003786.5600455;main;35.95362639427185;527726889.0;414526689.0;711434.0
1654003827.5932715;main;36.061217308044434;525068809.0;411998377.0;770468.0
1654003868.612194;main;34.958476543426514;520339210.0;410138184.0;767309.0
1654003908.3192763;main;38.345277309417725;564499738.0;439649902.0;771353.0
1654003951.3719323;main;34.91785669326782;522645915.0;412231352.0;824451.0
1654003991.129677;main;35.68568205833435;525056587.0;412626092.0;829883.0
1654004031.8017647;main;36.31108212471008;527052608.0;413346361.0;837619.0
1654004072.8678594;main;35.73283553123474;526101180.0;413871160.0;790517.0
1654004113.5088303;main;35.301732540130615;520380438.0;409500017.0;758109.0
1654004153.7683206;main;35.47760891914368;522550369.0;411128504.0;861817.0
1654004193.9557526;main;39.173012256622314;535081475.0;414352123.0;918364.0
1654004238.181829;main;39.1236469745636;533224729.0;413014224.0;762137.0
1654004282.1034467;main;35.5697762966156;524202963.0;412329110.0;849001.0
1654004322.4354053;main;38.89237976074219;533587746.0;413569219.0;759619.0
1654004366.1224768;main;40.19265913963318;550878814.0;424656735.0;2505516.0
1654004411.4210877;main;35.70899438858032;527367472.0;414654581.0;878326.0
1654004452.0151367;main;35.976197719573975;524927336.0;411859545.0;866472.0
1654004492.8796167;main;34.72195529937744;522202762.0;412036111.0;844775.0
1654004532.3329117;main;35.90045499801636;522848190.0;410329198.0;852190.0
1654004573.3532832;main;39.10582089424133;532362423.0;412096929.0;696696.0
1654004617.0476153;main;39.621466398239136;536876350.0;415355504.0;825732.0
1654004661.1763475;main;35.13448929786682;524754174.0;413756450.0;801594.0
1654004701.0476758;main;39.570042848587036;547384000.0;423671328.0;748634.0
1654004745.292253;main;35.521403074264526;521853353.0;410178418.0;819172.0
1654004785.9341335;main;36.212661027908325;528941624.0;414830751.0;955197.0
1654004827.0128372;main;39.492757081985474;535468173.0;414093682.0;825503.0
1654004871.2104578;main;35.06955313682556;521567937.0;410755735.0;746940.0
1654004910.8935804;main;35.31102442741394;527082194.0;415039831.0;765860.0
1654004951.5887504;main;35.85717034339905;527446707.0;414419746.0;797902.0
1654004992.2784023;main;34.734379291534424;520966772.0;411100810.0;784094.0
1654005031.7701163;main;34.642964601516724;520032921.0;410237726.0;964565.0
1654005071.0612142;main;35.117709159851074;522638530.0;411668317.0;869050.0
1654005111.0446568;main;39.61014747619629;537200673.0;415374729.0;803547.0
