timestamp;tag;duration;package_0;core_0;uncore_0
1652957739.3811395;main;11.842363357543945;144014982.0;108869416.0;512151.0
1652957848.6040108;main;13.141369581222534;167202078.0;127187468.0;1416034.0
1652957875.1826534;main;12.2582426071167;145613121.0;108627836.0;1107913.0
1652957899.131797;main;11.420615434646606;144846422.0;110236624.0;728737.0
1652958041.4861133;main;8.984583616256714;135263650.0;106967934.0;462318.0
1652958168.3943226;main;12.611608743667603;191457033.0;141533727.0;8961725.0
1652958518.3600273;main;22.530361652374268;213687328.0;149610930.0;1955999.0
1652958673.3051314;main;11.090394258499146;174234718.0;134800417.0;4358325.0
1652958689.3299687;main;10.33833384513855;155067664.0;121034665.0;1505598.0
1652958704.7018237;main;9.902174949645996;143745251.0;112423813.0;553881.0
1652958718.933704;main;12.703392028808594;151110853.0;113056043.0;552294.0
1652958736.1316013;main;9.284207105636597;140214459.0;110511513.0;418603.0
1652958750.0011024;main;9.595167636871338;140168517.0;109860911.0;499410.0
1652958763.9625168;main;9.632720947265625;141682477.0;111288953.0;456504.0
1652958778.0267842;main;10.921432733535767;145267420.0;111640650.0;454978.0
1652958793.5120063;main;9.046745777130127;135871834.0;107197520.0;405192.0
1652958807.138545;main;9.245469808578491;137878017.0;108609785.0;438774.0
1652958887.0751603;main;9.029634714126587;135663089.0;107165219.0;462378.0
1652958900.560682;main;10.814656496047974;140980365.0;108016707.0;441063.0
1652958915.8605824;main;9.004412651062012;135625661.0;106881390.0;494405.0
1652958929.6172156;main;9.95169472694397;146186867.0;112939289.0;2044252.0
1652958944.2006202;main;10.9927659034729;141578616.0;107989914.0;522815.0
1652958959.5487921;main;9.655524015426636;138019092.0;107662554.0;584045.0
1652958973.5148292;main;9.642192363739014;137862972.0;107543938.0;556734.0
1652958987.9514782;main;11.399948120117188;167168204.0;127245296.0;4227427.0
1652959004.28111;main;9.746339797973633;140462203.0;109579004.0;599273.0
1652959018.4244144;main;9.115424633026123;137091253.0;107787120.0;677256.0
1652959032.0437708;main;9.145320177078247;137406072.0;108196522.0;532367.0
1652959045.8244088;main;9.352300643920898;139243211.0;109546886.0;441719.0
1652959059.5909328;main;9.113703489303589;137341728.0;108100489.0;627028.0
1652959073.2087748;main;9.595349550247192;138615756.0;108298446.0;506169.0
1652959087.2902906;main;11.06125545501709;144400537.0;110293689.0;547091.0
1652959102.9365718;main;9.624842882156372;139453985.0;108992730.0;586731.0
1652959116.9070537;main;10.121756553649902;139637508.0;108004958.0;619094.0
1652959131.6945112;main;9.076237916946411;136417063.0;107475506.0;507603.0
