timestamp;tag;duration;package_0;core_0;uncore_0
1653047987.2318115;main;45.72835898399353;551590569.0;421189415.0;4126572.0
1653048032.9832337;main;27.984429121017456;471730442.0;388242847.0;859940.0
1653048060.968248;main;30.2354953289032;511715785.0;416296922.0;5085690.0
1653048091.2045174;main;27.99852705001831;471516021.0;387529901.0;844271.0
1653048119.2037163;main;28.002378463745117;470886506.0;386619151.0;860108.0
1653048147.2067566;main;28.143950939178467;471165102.0;387056277.0;811222.0
1653048175.3520362;main;28.409979820251465;476908717.0;390725476.0;904830.0
1653048203.7626805;main;27.924628496170044;469296989.0;385498466.0;853701.0
1653048231.687985;main;28.008811950683594;470105007.0;385804435.0;892471.0
1653048259.6973784;main;27.973598957061768;469015601.0;385059768.0;856477.0
1653048287.672031;main;27.922707080841064;468245469.0;384169220.0;847689.0
1653048315.5953546;main;27.9400897026062;469705629.0;385336136.0;818225.0
1653048343.53642;main;28.110637187957764;470479957.0;385808326.0;827701.0
1653048371.647711;main;28.183823108673096;470460106.0;385431362.0;878784.0
1653048399.8324156;main;27.87482476234436;467985900.0;384076833.0;810292.0
1653048427.7085936;main;27.939375400543213;468334316.0;384014305.0;844485.0
1653048455.6486704;main;27.88263511657715;467370529.0;383333279.0;796650.0
1653048483.5319564;main;27.998690128326416;468939586.0;384643454.0;879670.0
1653048511.5317159;main;28.242276906967163;469384265.0;384646505.0;797291.0
1653048539.7745855;main;27.943997383117676;467645478.0;383574951.0;767676.0
1653048567.719182;main;28.002875566482544;468057292.0;383739448.0;853380.0
1653048595.7229404;main;27.964909553527832;468571623.0;384039481.0;880005.0
1653048623.6890259;main;28.04060459136963;468869048.0;384362325.0;878846.0
1653048651.730343;main;27.8761887550354;467307971.0;382797419.0;857057.0
1653048679.607296;main;28.02549695968628;469404360.0;384402744.0;852144.0
1653048707.633954;main;27.943127393722534;469109682.0;384546290.0;827761.0
1653048735.5779626;main;28.021660327911377;469453475.0;384624656.0;884522.0
1653048763.6003458;main;27.733083248138428;466637550.0;382677186.0;901778.0
1653048791.334004;main;27.884520769119263;469344044.0;384943152.0;826786.0
1653048819.219585;main;27.932029962539673;468268920.0;384094334.0;782461.0
1653048847.15241;main;28.00406050682068;471612482.0;387031971.0;862992.0
1653048875.1575437;main;27.833966493606567;468533998.0;383979365.0;989451.0
1653048902.992647;main;28.007692098617554;470483680.0;385812049.0;851564.0
1653048931.0009422;main;27.934677600860596;470833836.0;386349145.0;875047.0
1653048958.936548;main;27.883143186569214;469768522.0;385535421.0;847658.0
1653048986.8213768;main;27.857165098190308;468704673.0;384614692.0;825824.0
1653049014.6799154;main;27.845032215118408;469041921.0;384588479.0;915419.0
1653049042.525513;main;27.973276138305664;470441583.0;385759012.0;930952.0
1653049070.4993541;main;28.15468406677246;470086805.0;384966802.0;860459.0
1653049098.6547189;main;27.954660177230835;469421540.0;384950200.0;866090.0
1653049126.6105065;main;28.209383964538574;471890331.0;386768740.0;855577.0
1653049154.8208842;main;27.93282175064087;468446279.0;384109866.0;784856.0
1653049182.7550197;main;27.985610723495483;469112306.0;384645193.0;904113.0
1653049210.741322;main;27.84201145172119;467408536.0;383164450.0;846788.0
1653049238.5842524;main;27.86732578277588;467132703.0;382907337.0;894546.0
1653049266.4524286;main;27.86203622817993;467685317.0;383288315.0;836993.0
1653049294.3152096;main;27.826507806777954;467765391.0;383619626.0;849337.0
1653049322.1424832;main;27.891923904418945;468097039.0;383746146.0;880676.0
1653049350.0351317;main;27.901017665863037;468890684.0;384435914.0;858400.0
1653049377.937611;main;27.910890102386475;468694191.0;384196715.0;846087.0
1653049405.8496366;main;27.91011095046997;468925197.0;384436464.0;866120.0
1653049433.7610757;main;28.433779001235962;476948556.0;389598077.0;765448.0
