timestamp;tag;duration;package_0;core_0;uncore_0
1652973671.1502228;main;115.68250226974487;1850482657.0;1490963652.0;29093329.0
1652973631.7856126;main;155.04738545417786;2058631362.0;1595367692.0;33102659.0
1652973790.0879588;main;112.89166212081909;1789232605.0;1449982906.0;16381798.0
1652973790.111971;main;112.86930227279663;1788896517.0;1449745813.0;16375756.0
1652973906.0193715;main;112.51669311523438;1788950758.0;1450411336.0;17995026.0
1652973905.9975765;main;112.54211091995239;1789350946.0;1450681769.0;18002761.0
1652974021.6955197;main;114.25599193572998;1808015477.0;1465326260.0;17547814.0
1652974021.6692104;main;114.28619241714478;1808444090.0;1465631832.0;17553749.0
1652974138.9215639;main;111.29178524017334;1770907061.0;1433629306.0;18824527.0
1652974138.903717;main;111.30974245071411;1771182239.0;1433827401.0;18824527.0
1652974253.2380495;main;112.55107283592224;1781743246.0;1443015386.0;17363146.0
1652974253.2380638;main;112.55118250846863;1781743246.0;1443015386.0;17363146.0
1652974368.9169912;main;115.61791396141052;1827618849.0;1478714529.0;18368557.0
1652974368.9169822;main;115.621248960495;1827665889.0;1478751972.0;18368557.0
1652974487.7512693;main;120.43943357467651;1909727137.0;1543350453.0;19707386.0
1652974488.3029447;main;119.88861584663391;1903069339.0;1538389757.0;19638267.0
1652974611.1489058;main;110.5873851776123;1759523752.0;1424641153.0;18756080.0
1652974611.163649;main;110.57608699798584;1759343541.0;1424512162.0;18756080.0
1652974724.8324065;main;121.16341972351074;1973625626.0;1553245816.0;60686086.0
1652974724.8011167;main;121.19544553756714;1974050577.0;1553539182.0;60696813.0
1652974849.363323;main;119.40593361854553;1929141645.0;1521264895.0;53889776.0
1652974849.3624341;main;119.4082179069519;1929167598.0;1521285066.0;53889776.0
1652974971.8860843;main;124.3986828327179;2030417596.0;1588532443.0;70235122.0
1652974971.8813198;main;124.4035758972168;2030501576.0;1588580170.0;70237121.0
1652975099.36617;main;120.02294254302979;1952810571.0;1537491702.0;59272172.0
1652975099.3266463;main;120.06494617462158;1953627103.0;1537982583.0;59410579.0
1652975222.766848;main;136.5679895877838;2245354906.0;1740131704.0;80752248.0
1652975222.7668543;main;136.57114839553833;2245409484.0;1740159260.0;80753759.0
1652975362.6898618;main;132.24709463119507;2165120407.0;1683654965.0;76650271.0
1652975362.7145267;main;132.2223460674286;2164722448.0;1683367245.0;76643314.0
1652975498.1746416;main;144.67472743988037;-63141485575.0;1842392865.0;98933894.0
1652975498.1819506;main;144.66802215576172;-63141608417.0;1842303026.0;98920299.0
1652975646.0384088;main;127.61197686195374;2082899135.0;1625674047.0;71495159.0
1652975646.0187662;main;127.63487839698792;2083225748.0;1625913337.0;71498012.0
1652975776.757906;main;135.3357698917389;2256224430.0;1708864614.0;127912040.0
1652975776.7201273;main;135.37354850769043;2256785100.0;1709230684.0;127956517.0
1652975915.4148629;main;126.32842946052551;2061562607.0;1611612091.0;70914256.0
1652975915.4148726;main;126.3285584449768;2061562607.0;1611622374.0;70914256.0
